\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2023-03-24 08:00:33,,,,,,,,,,,,,,
\\For 2023,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2023-01-01,1,13514,613,1211,816,774,4511,918,95,2516,404,1621,13480,-34
2023-01-01,2,13225,607,1192,790,725,4382,876,92,2465,405,1603,13136,-89
2023-01-01,3,12726,587,1185,770,678,4261,840,92,2375,410,1607,12804,78
2023-01-01,4,12629,578,1187,757,678,4160,824,92,2341,401,1629,12647,18
2023-01-01,5,12625,572,1191,752,676,4102,819,93,2326,381,1631,12543,-82
2023-01-01,6,12636,568,1173,763,698,4105,827,94,2378,420,1679,12706,69
2023-01-01,7,13051,567,1191,786,722,4166,844,95,2437,413,1756,12978,-73
2023-01-01,8,13396,573,1206,821,759,4270,886,104,2449,459,1811,13337,-59
2023-01-01,9,13773,588,1225,850,785,4354,932,108,2548,468,1828,13685,-88
2023-01-01,10,14035,596,1229,887,816,4503,967,109,2687,470,1795,14059,24
2023-01-01,11,14381,594,1214,908,838,4714,982,110,2791,497,1937,14587,206
2023-01-01,12,14973,596,1240,939,859,4950,1023,111,2792,501,1935,14946,-27
2023-01-01,13,15298,603,1259,937,868,5129,1040,110,2861,496,1979,15282,-16
2023-01-01,14,15519,605,1262,948,895,5203,1075,111,2897,503,2006,15505,-14
2023-01-01,15,15690,599,1277,969,914,5239,1085,110,2915,512,1962,15583,-108
2023-01-01,16,15961,600,1288,995,966,5257,1106,110,2938,521,1970,15751,-210
2023-01-01,17,16131,619,1344,1052,1049,5362,1173,108,3020,526,1958,16211,80
2023-01-01,18,16705,635,1362,1096,1094,5607,1252,109,3236,538,1873,16801,96
2023-01-01,19,16251,625,1346,1067,1054,5577,1214,103,3138,520,1795,16439,188
2023-01-01,20,15980,608,1385,1036,1022,5462,1164,97,3073,515,1746,16107,128
2023-01-01,21,15559,597,1417,1004,989,5352,1121,92,2960,517,1701,15751,192
2023-01-01,22,15066,591,1380,968,944,5210,1064,90,2867,487,1635,15235,169
2023-01-01,23,14337,585,1352,917,888,4998,993,90,2688,452,1593,14557,221
2023-01-01,24,13723,578,1313,860,839,4747,903,92,2561,447,1533,13873,150
2023-01-02,1,13207,573,1279,817,795,4510,852,90,2493,392,1511,13313,106
2023-01-02,2,12755,558,1263,787,764,4320,818,88,2397,396,1501,12892,137
2023-01-02,3,12724,550,1254,770,743,4187,801,90,2448,376,1555,12775,51
2023-01-02,4,12603,552,1215,764,742,4127,790,91,2428,374,1558,12641,38
2023-01-02,5,12634,550,1202,782,759,4142,801,94,2419,383,1614,12747,113
2023-01-02,6,13116,552,1198,820,791,4261,842,96,2516,422,1713,13211,96
2023-01-02,7,13894,550,1240,885,812,4468,897,99,2637,445,1808,13840,-55
2023-01-02,8,14481,553,1256,901,870,4691,960,104,2846,479,1908,14567,86
2023-01-02,9,15073,565,1289,954,901,4869,1021,108,2947,498,1945,15096,23
2023-01-02,10,15469,581,1326,975,899,5096,1063,111,3019,504,1997,15572,103
2023-01-02,11,15821,590,1349,977,901,5278,1067,111,3091,505,1984,15854,33
2023-01-02,12,15911,596,1346,1004,860,5409,1084,110,3157,498,1879,15942,31
2023-01-02,13,15724,602,1336,1003,809,5531,1102,111,3143,481,1697,15815,90
2023-01-02,14,15792,603,1323,990,838,5547,1108,110,3129,492,1803,15942,150
2023-01-02,15,16215,600,1336,972,904,5531,1113,111,3131,489,1975,16163,-52
2023-01-02,16,16429,606,1356,1015,962,5575,1138,113,3173,508,2019,16464,35
2023-01-02,17,17131,616,1377,1108,1079,5765,1220,116,3252,537,2048,17119,-11
2023-01-02,18,17837,627,1374,1195,1148,6054,1303,119,3472,571,2000,17863,26
2023-01-02,19,17493,620,1370,1152,1108,6027,1275,116,3435,550,1931,17582,89
2023-01-02,20,17198,634,1413,1102,1059,5966,1240,113,3367,532,1866,17293,94
2023-01-02,21,16845,644,1409,1063,1027,5856,1195,109,3335,520,1783,16940,94
2023-01-02,22,16172,669,1370,1024,979,5664,1137,107,3204,497,1619,16270,99
2023-01-02,23,15365,656,1356,978,940,5393,1057,105,3013,473,1524,15495,130
2023-01-02,24,14599,635,1321,914,880,5039,963,102,2868,444,1520,14684,85
2023-01-03,1,14212,630,1334,870,863,4810,902,99,2751,417,1547,14223,12
2023-01-03,2,13851,622,1310,833,851,4633,860,97,2663,405,1574,13847,-4
2023-01-03,3,13512,608,1292,819,830,4497,838,96,2636,391,1581,13587,75
2023-01-03,4,13423,610,1277,783,832,4479,834,96,2640,394,1606,13550,127
2023-01-03,5,13607,597,1215,796,853,4496,852,99,2647,401,1654,13610,3
2023-01-03,6,14026,590,1220,857,895,4644,903,100,2754,439,1725,14129,103
2023-01-03,7,15140,594,1247,945,959,5006,984,99,2971,460,1861,15126,-14
2023-01-03,8,16024,579,1281,1007,1023,5432,1063,103,3206,484,1946,16124,99
2023-01-03,9,16590,600,1314,1049,1039,5709,1105,107,3352,509,1960,16744,154
2023-01-03,10,16869,604,1316,1051,1028,5913,1133,107,3384,531,2098,17165,295
2023-01-03,11,17526,604,1309,1079,1046,6121,1155,105,3448,553,2193,17612,86
2023-01-03,12,17686,599,1271,1110,1012,6246,1150,105,3498,574,2170,17736,50
2023-01-03,13,17506,595,1270,1087,1002,6283,1137,104,3540,572,2150,17741,234
2023-01-03,14,17608,599,1292,1078,967,6323,1127,96,3521,577,2188,17767,159
2023-01-03,15,17741,611,1288,1086,1002,6259,1133,106,3563,577,2162,17786,46
2023-01-03,16,17836,611,1298,1096,1056,6292,1171,108,3574,574,2165,17946,109
2023-01-03,17,18219,622,1329,1160,1138,6473,1243,112,3617,571,2135,18401,182
2023-01-03,18,18857,637,1351,1223,1183,6619,1320,110,3788,591,2064,18886,29
2023-01-03,19,18325,626,1350,1151,1164,6504,1291,107,3680,573,2052,18497,173
2023-01-03,20,18049,669,1342,1125,1135,6352,1265,103,3632,549,1949,18121,72
2023-01-03,21,17631,670,1345,1123,1086,6212,1234,102,3538,532,1915,17756,125
2023-01-03,22,16955,669,1291,1070,1046,6019,1176,98,3367,516,1829,17082,127
2023-01-03,23,16143,647,1254,986,980,5693,1083,92,3192,495,1776,16198,55
2023-01-03,24,15411,653,1252,905,900,5339,988,91,2977,457,1723,15286,-125
2023-01-04,1,14802,639,1294,858,829,5035,926,93,2863,429,1670,14636,-167
2023-01-04,2,14121,634,1258,837,789,4807,877,90,2818,421,1597,14127,6
2023-01-04,3,14024,631,1282,832,788,4687,855,88,2746,428,1631,13968,-56
2023-01-04,4,13945,633,1276,815,809,4630,843,88,2726,447,1611,13877,-68
2023-01-04,5,14000,628,1288,832,821,4674,853,95,2774,436,1617,14016,16
2023-01-04,6,14464,625,1279,871,855,4866,896,97,2871,460,1732,14553,89
2023-01-04,7,15370,585,1294,931,939,5255,983,95,2993,483,1837,15396,26
2023-01-04,8,16107,592,1270,1017,996,5647,1075,97,3211,524,1952,16381,274
2023-01-04,9,16820,614,1273,1074,1054,5944,1128,100,3320,540,2070,17117,298
2023-01-04,10,17395,619,1293,1066,1048,6119,1161,97,3357,573,2123,17456,61
2023-01-04,11,17666,615,1301,1091,1035,6278,1192,98,3466,590,2109,17776,110
2023-01-04,12,18050,602,1308,1095,1044,6428,1211,97,3494,591,2136,18006,-44
2023-01-04,13,18051,597,1308,1095,1036,6479,1221,96,3509,596,2180,18117,66
2023-01-04,14,18109,591,1305,1117,1053,6545,1224,97,3491,584,2147,18155,46
2023-01-04,15,17945,582,1312,1118,1070,6443,1223,94,3467,578,2146,18032,87
2023-01-04,16,18210,585,1340,1139,1106,6463,1233,91,3539,573,2140,18209,-1
2023-01-04,17,18671,597,1382,1206,1132,6617,1295,91,3627,589,2133,18669,-2
2023-01-04,18,19267,616,1401,1267,1221,6756,1369,103,3741,598,2048,19121,-146
2023-01-04,19,18694,616,1390,1198,1209,6668,1350,102,3653,584,1880,18651,-44
2023-01-04,20,18212,666,1415,1156,1176,6511,1304,104,3623,566,1755,18277,65
2023-01-04,21,17778,674,1431,1131,1149,6331,1263,105,3636,555,1646,17921,144
2023-01-04,22,17081,671,1449,1111,1096,6061,1190,99,3551,530,1547,17305,224
2023-01-04,23,16445,652,1440,1071,1035,5720,1107,90,3338,495,1602,16551,105
2023-01-04,24,15574,638,1407,1005,969,5373,1008,82,3101,478,1534,15594,19
2023-01-05,1,14756,626,1365,941,929,5057,937,81,2852,457,1545,14791,35
2023-01-05,2,14373,620,1334,903,904,4877,890,75,2768,474,1544,14389,15
2023-01-05,3,14129,609,1337,884,911,4691,862,75,2732,468,1561,14129,0
2023-01-05,4,14221,612,1348,876,912,4616,856,76,2759,474,1649,14177,-44
2023-01-05,5,14436,612,1355,898,919,4636,868,80,2788,474,1743,14372,-64
2023-01-05,6,14885,614,1355,934,955,4813,914,84,2843,451,1797,14760,-125
2023-01-05,7,15683,609,1398,1006,1013,5163,994,89,3042,477,1874,15665,-18
2023-01-05,8,16527,573,1422,1060,1064,5576,1074,93,3270,524,1999,16655,128
2023-01-05,9,17235,599,1463,1125,1113,5885,1135,100,3400,555,2075,17450,215
2023-01-05,10,17635,600,1476,1138,1125,6077,1164,101,3418,552,2117,17767,132
2023-01-05,11,17873,596,1482,1157,1118,6221,1177,100,3412,565,2119,17946,73
2023-01-05,12,18206,584,1476,1178,1125,6324,1187,89,3491,560,2133,18149,-57
2023-01-05,13,18245,572,1473,1196,1102,6340,1179,103,3546,572,2124,18208,-37
2023-01-05,14,18099,563,1449,1192,1088,6357,1159,104,3513,574,2128,18129,30
2023-01-05,15,18078,554,1450,1207,1096,6347,1164,104,3562,576,2151,18212,134
2023-01-05,16,18307,555,1481,1215,1131,6322,1191,103,3612,570,2114,18294,-13
2023-01-05,17,18612,565,1518,1255,1197,6425,1262,108,3694,587,2080,18692,80
2023-01-05,18,19055,583,1504,1293,1250,6609,1348,113,3804,600,2030,19133,78
2023-01-05,19,18649,592,1509,1247,1217,6523,1327,111,3742,581,1922,18770,121
2023-01-05,20,18193,634,1538,1209,1177,6387,1288,108,3596,565,1895,18398,204
2023-01-05,21,17962,656,1563,1160,1139,6254,1248,107,3530,546,1892,18096,134
2023-01-05,22,17263,643,1512,1113,1087,6054,1179,102,3388,530,1791,17399,136
2023-01-05,23,16407,637,1477,1040,1029,5765,1101,101,3180,508,1731,16569,162
2023-01-05,24,15611,621,1432,967,959,5383,1007,98,3027,477,1667,15638,27
2023-01-06,1,15069,610,1427,902,917,5074,947,95,2918,453,1660,15004,-65
2023-01-06,2,14572,604,1411,866,891,4876,902,94,2802,444,1648,14539,-33
2023-01-06,3,14298,601,1378,849,887,4772,874,96,2763,437,1659,14314,16
2023-01-06,4,14212,602,1347,841,890,4675,866,96,2774,428,1690,14209,-2
2023-01-06,5,14277,606,1322,877,900,4689,880,96,2773,458,1743,14344,67
2023-01-06,6,14857,605,1309,929,936,4874,921,96,2890,528,1842,14931,74
2023-01-06,7,15726,603,1304,999,1009,5270,997,98,3028,557,1938,15804,78
2023-01-06,8,16598,550,1377,1057,1076,5663,1087,106,3277,556,2067,16817,219
2023-01-06,9,17336,564,1421,1116,1102,5934,1144,108,3385,572,2125,17470,134
2023-01-06,10,17782,564,1414,1142,1085,6113,1167,108,3482,574,2167,17814,33
2023-01-06,11,17923,547,1384,1146,1042,6283,1164,107,3542,580,2165,17961,38
2023-01-06,12,18039,534,1354,1172,1041,6395,1153,107,3534,582,2191,18064,25
2023-01-06,13,17926,531,1347,1168,1040,6431,1132,107,3531,581,2202,18071,145
2023-01-06,14,17758,519,1330,1147,1046,6413,1117,107,3447,582,2165,17874,116
2023-01-06,15,17655,512,1369,1148,1038,6358,1132,108,3437,578,2172,17852,197
2023-01-06,16,17706,514,1389,1140,1086,6288,1173,111,3410,577,2139,17827,120
2023-01-06,17,18054,523,1405,1179,1149,6369,1242,113,3513,575,2110,18179,125
2023-01-06,18,18448,540,1423,1219,1211,6460,1314,115,3650,580,2000,18512,65
2023-01-06,19,18115,544,1400,1175,1187,6468,1297,111,3589,565,1950,18284,169
2023-01-06,20,17860,555,1428,1160,1159,6357,1270,110,3507,552,1898,17997,136
2023-01-06,21,17556,559,1416,1119,1127,6183,1232,106,3461,547,1859,17609,53
2023-01-06,22,16993,550,1405,1105,1086,5990,1170,102,3368,526,1766,17067,74
2023-01-06,23,16234,538,1391,1017,1038,5704,1095,101,3158,497,1674,16213,-22
2023-01-06,24,15256,527,1350,949,980,5360,1011,100,3020,465,1623,15386,130
2023-01-07,1,14640,516,1353,912,932,5084,941,96,2843,439,1633,14748,108
2023-01-07,2,14205,510,1319,905,905,4878,907,92,2732,439,1625,14311,106
2023-01-07,3,14086,503,1322,891,886,4710,885,93,2682,430,1661,14061,-25
2023-01-07,4,13912,503,1305,873,890,4618,877,94,2644,441,1677,13922,10
2023-01-07,5,13968,509,1319,879,906,4542,879,94,2595,428,1708,13858,-110
2023-01-07,6,14076,513,1328,884,928,4599,897,95,2619,446,1778,14088,12
2023-01-07,7,14535,511,1316,920,962,4743,939,98,2773,475,1864,14600,65
2023-01-07,8,15238,519,1337,971,1019,4996,1010,104,2887,504,1975,15322,84
2023-01-07,9,15797,544,1358,1014,1064,5200,1086,107,2951,521,2026,15870,73
2023-01-07,10,16231,575,1368,1076,1063,5390,1112,108,3081,530,2093,16397,166
2023-01-07,11,16747,582,1389,1114,1036,5648,1084,108,3186,543,2127,16817,70
2023-01-07,12,16771,584,1394,1137,1004,5803,1011,108,3233,557,2085,16917,146
2023-01-07,13,16723,572,1436,1125,947,5856,966,109,3256,560,2003,16831,109
2023-01-07,14,16583,564,1427,1132,913,5812,960,112,3264,565,2042,16791,208
2023-01-07,15,16630,558,1409,1163,927,5691,1003,111,3236,560,2126,16785,156
2023-01-07,16,16870,579,1429,1167,1038,5690,1114,112,3242,562,2135,17068,198
2023-01-07,17,17509,595,1460,1241,1193,5847,1277,116,3276,575,2115,17696,187
2023-01-07,18,18406,622,1479,1296,1275,6224,1405,119,3450,595,2043,18509,103
2023-01-07,19,18348,624,1472,1271,1252,6291,1397,116,3448,575,1979,18425,77
2023-01-07,20,17953,620,1471,1231,1213,6186,1361,112,3357,554,1924,18028,74
2023-01-07,21,17595,625,1441,1201,1192,6050,1325,111,3310,542,1879,17675,80
2023-01-07,22,17003,615,1440,1148,1155,5851,1276,109,3196,529,1802,17122,119
2023-01-07,23,16358,609,1419,1085,1099,5644,1206,110,3112,508,1712,16503,145
2023-01-07,24,15639,597,1393,1041,1047,5382,1138,108,2963,479,1678,15825,186
2023-01-08,1,15137,585,1369,996,1009,5135,1095,105,2885,457,1674,15310,173
2023-01-08,2,14748,576,1357,958,984,4950,1056,104,2791,444,1663,14884,136
2023-01-08,3,14523,571,1353,955,974,4798,1027,105,2760,444,1668,14655,131
2023-01-08,4,14392,568,1356,951,979,4682,1018,105,2735,439,1673,14505,114
2023-01-08,5,14379,566,1354,942,990,4678,1019,104,2712,439,1711,14516,137
2023-01-08,6,14613,562,1336,959,1017,4750,1035,103,2743,464,1788,14756,143
2023-01-08,7,15026,558,1336,992,1061,4859,1073,103,2814,482,1862,15140,114
2023-01-08,8,15544,570,1367,1024,1107,5038,1127,105,2911,498,1958,15706,162
2023-01-08,9,16013,590,1396,1070,1115,5174,1179,110,2989,509,2008,16139,127
2023-01-08,10,16549,628,1428,1128,1064,5466,1233,112,3123,540,2051,16773,224
2023-01-08,11,17092,621,1444,1162,1021,5645,1275,112,3238,556,2085,17161,69
2023-01-08,12,17321,597,1432,1171,996,5818,1289,113,3294,564,2121,17395,74
2023-01-08,13,17395,579,1414,1145,1014,5934,1292,112,3340,577,2142,17548,153
2023-01-08,14,17376,524,1389,1126,1065,5966,1292,110,3334,581,2152,17541,165
2023-01-08,15,17473,520,1379,1133,1126,5973,1291,112,3352,575,2159,17620,147
2023-01-08,16,17725,528,1405,1160,1205,5973,1311,112,3382,577,2159,17813,89
2023-01-08,17,18328,550,1457,1253,1299,6100,1379,116,3526,597,2165,18443,115
2023-01-08,18,19152,577,1466,1351,1353,6410,1455,117,3682,613,2121,19145,-7
2023-01-08,19,18682,598,1400,1322,1310,6399,1419,116,3580,603,2025,18771,90
2023-01-08,20,18248,631,1381,1279,1264,6315,1372,113,3505,571,1938,18369,121
2023-01-08,21,17850,626,1362,1222,1217,6193,1317,111,3393,557,1897,17895,45
2023-01-08,22,17163,617,1331,1174,1156,5967,1243,106,3281,532,1815,17224,61
2023-01-08,23,16286,612,1294,1083,1081,5692,1146,104,3096,501,1689,16297,12
2023-01-08,24,15292,628,1285,991,1007,5323,1054,101,2970,478,1602,15438,146
2023-01-09,1,14655,609,1259,941,963,5071,992,94,2857,504,1600,14890,235
2023-01-09,2,14339,601,1243,908,945,4900,956,93,2811,537,1626,14620,281
2023-01-09,3,14290,595,1235,889,941,4787,942,92,2758,528,1659,14425,135
2023-01-09,4,14174,589,1203,908,948,4719,938,88,2739,532,1702,14365,192
2023-01-09,5,14485,593,1229,914,964,4815,949,88,2776,519,1749,14597,111
2023-01-09,6,15099,594,1245,981,1009,5030,995,91,2891,556,1868,15260,161
2023-01-09,7,16075,606,1280,1077,1085,5482,1093,93,3139,576,1964,16393,319
2023-01-09,8,17521,618,1338,1182,1158,6051,1196,99,3430,579,2089,17738,217
2023-01-09,9,17806,639,1357,1186,1171,6249,1223,100,3503,580,2105,18113,307
2023-01-09,10,17600,632,1363,1189,1122,6363,1216,99,3422,600,2035,18041,441
2023-01-09,11,17561,610,1364,1179,1093,6447,1213,103,3442,562,1975,17988,427
2023-01-09,12,17633,609,1325,1203,1073,6556,1211,101,3464,559,1814,17915,282
2023-01-09,13,17423,609,1348,1209,1061,6596,1209,101,3454,561,1604,17753,329
2023-01-09,14,17551,599,1366,1189,1081,6594,1212,101,3487,598,1589,17816,265
2023-01-09,15,17505,589,1389,1185,1072,6538,1215,105,3506,577,1639,17814,309
2023-01-09,16,17924,588,1379,1197,1085,6585,1229,107,3552,578,1849,18150,225
2023-01-09,17,18786,598,1425,1271,1167,6758,1297,110,3676,585,2048,18934,148
2023-01-09,18,19207,630,1420,1330,1219,6921,1367,115,3724,615,2032,19373,166
2023-01-09,19,18700,617,1412,1302,1188,6814,1336,112,3655,589,1944,18968,268
2023-01-09,20,18453,647,1424,1246,1165,6673,1307,108,3690,562,1917,18739,286
2023-01-09,21,18176,655,1407,1198,1137,6529,1271,109,3524,552,1866,18247,71
2023-01-09,22,17483,649,1381,1155,1075,6288,1201,107,3422,526,1813,17618,135
2023-01-09,23,16751,645,1348,1077,983,5933,1110,102,3249,490,1750,16687,-64
2023-01-09,24,15696,618,1330,1008,934,5522,1026,101,3048,463,1670,15720,23
2023-01-10,1,15064,602,1308,957,892,5202,974,100,2974,446,1678,15133,69
2023-01-10,2,14717,583,1302,924,848,5016,941,102,2898,444,1656,14713,-4
2023-01-10,3,14571,563,1288,905,864,4900,929,102,2862,437,1680,14530,-41
2023-01-10,4,14546,580,1305,912,872,4845,929,104,2848,435,1743,14573,27
2023-01-10,5,14831,575,1318,939,920,4880,945,104,2875,458,1772,14785,-46
2023-01-10,6,15423,576,1348,988,989,5071,996,104,2956,481,1880,15390,-33
2023-01-10,7,16628,589,1404,1070,1086,5483,1099,107,3185,521,2017,16561,-67
2023-01-10,8,17957,592,1443,1168,1159,5992,1215,112,3409,579,2176,17845,-112
2023-01-10,9,18329,613,1398,1196,1188,6227,1253,116,3522,598,2222,18334,5
2023-01-10,10,18250,611,1396,1181,1146,6381,1242,116,3530,595,2203,18400,150
2023-01-10,11,18254,604,1379,1201,1085,6515,1205,113,3569,611,2200,18481,228
2023-01-10,12,18123,596,1359,1182,990,6585,1111,110,3583,622,2172,18310,188
2023-01-10,13,17743,577,1307,1161,927,6593,1067,110,3578,617,2028,17967,224
2023-01-10,14,17429,566,1307,1150,906,6586,1045,112,3600,608,1825,17705,276
2023-01-10,15,17396,556,1304,1150,950,6545,1055,112,3588,591,1890,17741,346
2023-01-10,16,18179,547,1324,1185,1062,6548,1132,113,3592,603,2072,18177,-2
2023-01-10,17,18889,552,1396,1279,1249,6673,1274,116,3674,612,2133,18956,67
2023-01-10,18,19651,564,1442,1363,1370,6894,1397,119,3841,622,2090,19703,53
2023-01-10,19,19417,551,1441,1334,1359,6824,1403,118,3752,609,2018,19408,-8
2023-01-10,20,19026,543,1495,1297,1338,6695,1389,113,3718,592,1951,19132,106
2023-01-10,21,18491,549,1478,1277,1299,6541,1359,112,3667,572,1898,18754,263
2023-01-10,22,17479,535,1439,1230,1223,6292,1290,109,3503,555,1776,17952,473
2023-01-10,23,16735,513,1455,1146,1138,5941,1209,107,3337,516,1704,17065,331
2023-01-10,24,15924,512,1428,1053,1080,5552,1129,103,3159,505,1608,16131,206
2023-01-11,1,15294,510,1403,1007,1046,5260,1071,98,3008,488,1568,15460,166
2023-01-11,2,14867,507,1358,975,1024,5092,1046,98,2908,487,1581,15076,209
2023-01-11,3,14892,504,1353,982,1012,4989,1038,96,2854,501,1629,14959,67
2023-01-11,4,14781,504,1343,1031,1023,4967,1035,98,2787,455,1616,14859,78
2023-01-11,5,14908,510,1334,1060,1035,5025,1049,99,2823,453,1660,15046,138
2023-01-11,6,15397,515,1355,1131,1090,5220,1103,99,2932,465,1742,15650,254
2023-01-11,7,16673,510,1372,1260,1219,5686,1212,98,3132,530,1923,16943,270
2023-01-11,8,18248,548,1402,1349,1293,6228,1316,103,3381,592,2067,18278,29
2023-01-11,9,18691,561,1410,1358,1233,6463,1346,104,3489,610,2147,18720,30
2023-01-11,10,18618,540,1406,1316,1083,6632,1334,102,3491,609,2146,18660,42
2023-01-11,11,18604,532,1386,1300,937,6728,1317,104,3511,600,2151,18565,-39
2023-01-11,12,18476,530,1368,1273,880,6801,1302,101,3543,624,2114,18534,58
2023-01-11,13,18597,535,1365,1279,870,6831,1299,106,3530,624,2118,18558,-39
2023-01-11,14,18459,528,1350,1210,969,6830,1294,103,3512,622,2097,18514,55
2023-01-11,15,18281,526,1363,1218,1066,6780,1287,103,3495,601,2044,18482,201
2023-01-11,16,18692,532,1384,1256,1159,6779,1308,104,3498,599,2099,18717,25
2023-01-11,17,19176,554,1413,1348,1305,6897,1367,107,3611,611,2111,19324,148
2023-01-11,18,19623,565,1442,1419,1371,7057,1443,104,3751,628,2054,19834,211
2023-01-11,19,19203,554,1451,1363,1336,6950,1427,101,3701,608,1979,19468,265
2023-01-11,20,18965,543,1558,1325,1303,6824,1395,102,3659,589,1913,19210,245
2023-01-11,21,18697,538,1579,1291,1270,6649,1350,100,3622,567,1870,18836,139
2023-01-11,22,18062,533,1560,1239,1193,6376,1270,95,3492,542,1778,18077,16
2023-01-11,23,17082,516,1497,1151,1124,5976,1171,93,3297,512,1687,17022,-60
2023-01-11,24,16176,501,1452,1086,1046,5550,1076,84,3127,477,1633,16031,-145
2023-01-12,1,15293,501,1418,988,992,5180,1014,80,2984,455,1626,15238,-56
2023-01-12,2,14789,511,1413,977,956,4973,974,81,2876,439,1606,14807,18
2023-01-12,3,14549,511,1408,962,948,4874,943,84,2787,470,1605,14594,45
2023-01-12,4,14586,508,1393,958,945,4832,929,93,2812,510,1624,14605,19
2023-01-12,5,14851,501,1387,998,959,4853,942,97,2813,510,1701,14760,-91
2023-01-12,6,15282,492,1361,1044,1000,5044,999,104,2879,501,1808,15231,-51
2023-01-12,7,16453,507,1422,1150,1075,5473,1105,107,3054,506,1949,16350,-103
2023-01-12,8,17815,540,1460,1238,1159,6014,1210,115,3371,558,2113,17778,-37
2023-01-12,9,18383,551,1478,1272,1171,6231,1242,117,3467,581,2173,18281,-102
2023-01-12,10,18379,564,1476,1278,1177,6353,1241,116,3459,572,2157,18393,14
2023-01-12,11,18432,565,1464,1274,1177,6422,1238,115,3525,570,2162,18513,81
2023-01-12,12,18685,555,1449,1280,1180,6518,1241,114,3552,600,2171,18658,-27
2023-01-12,13,18659,560,1406,1270,1174,6538,1227,111,3573,606,2172,18637,-22
2023-01-12,14,18410,572,1363,1238,1164,6530,1224,110,3592,605,2134,18532,122
2023-01-12,15,18208,571,1369,1238,1167,6483,1218,110,3530,591,2099,18375,168
2023-01-12,16,18292,573,1388,1256,1192,6490,1220,109,3538,587,2076,18428,135
2023-01-12,17,18612,577,1436,1308,1270,6598,1269,112,3638,597,2068,18873,261
2023-01-12,18,19037,572,1448,1357,1329,6825,1337,110,3713,597,1969,19257,220
2023-01-12,19,18532,568,1464,1298,1294,6715,1318,106,3653,575,1911,18901,369
2023-01-12,20,18478,569,1523,1276,1264,6635,1300,101,3607,563,1850,18687,209
2023-01-12,21,18230,578,1516,1244,1225,6523,1267,95,3571,549,1797,18366,136
2023-01-12,22,17553,577,1489,1176,1169,6326,1200,91,3453,519,1698,17697,144
2023-01-12,23,16757,563,1420,1101,1102,5990,1115,90,3255,512,1596,16745,-12
2023-01-12,24,15758,544,1385,1019,1037,5607,1027,87,3066,493,1539,15804,46
2023-01-13,1,14985,536,1378,955,987,5335,972,86,2862,485,1527,15122,137
2023-01-13,2,14614,530,1400,934,955,5157,943,84,2799,501,1519,14823,209
2023-01-13,3,14532,521,1385,921,959,5053,926,82,2787,443,1532,14609,78
2023-01-13,4,14410,518,1370,922,973,5013,925,85,2754,440,1555,14554,144
2023-01-13,5,14623,521,1343,936,985,5067,939,86,2795,444,1604,14722,98
2023-01-13,6,15186,500,1350,986,1023,5249,991,89,2929,486,1706,15309,123
2023-01-13,7,16306,500,1422,1052,1090,5656,1083,94,3159,526,1853,16435,129
2023-01-13,8,17655,527,1456,1137,1160,6157,1194,99,3451,555,2047,17783,128
2023-01-13,9,18318,558,1435,1189,1205,6406,1253,105,3550,598,2135,18435,117
2023-01-13,10,18343,565,1425,1219,1218,6582,1272,105,3529,589,2138,18642,299
2023-01-13,11,18749,557,1391,1234,1218,6702,1287,104,3598,605,2144,18840,91
2023-01-13,12,19013,549,1367,1251,1226,6820,1291,105,3626,610,2147,18993,-20
2023-01-13,13,18867,559,1341,1266,1226,6810,1285,107,3556,621,2132,18901,33
2023-01-13,14,18592,557,1306,1242,1208,6812,1278,106,3523,611,2131,18774,183
2023-01-13,15,18495,549,1307,1245,1197,6745,1273,106,3533,613,2120,18688,193
2023-01-13,16,18539,556,1337,1230,1203,6756,1287,107,3539,609,2100,18725,186
2023-01-13,17,18915,567,1382,1273,1260,6855,1345,109,3575,605,2082,19054,139
2023-01-13,18,19393,584,1408,1323,1340,7026,1433,110,3714,615,1997,19549,156
2023-01-13,19,19218,589,1467,1305,1325,6928,1437,109,3682,612,1945,19398,181
2023-01-13,20,18874,587,1505,1261,1297,6791,1418,106,3594,587,1895,19043,169
2023-01-13,21,18559,574,1500,1208,1261,6655,1388,108,3553,581,1860,18689,130
2023-01-13,22,17959,579,1521,1158,1214,6449,1332,107,3449,560,1766,18135,176
2023-01-13,23,17225,564,1497,1122,1144,6156,1253,105,3284,531,1671,17327,103
2023-01-13,24,16373,571,1465,1056,1089,5851,1173,104,3090,496,1619,16514,141
2023-01-14,1,15597,577,1431,975,1043,5554,1109,103,2954,469,1598,15813,217
2023-01-14,2,15272,582,1417,954,1023,5350,1075,102,2904,483,1591,15479,208
2023-01-14,3,15189,584,1418,945,1023,5212,1059,103,2854,482,1591,15270,81
2023-01-14,4,15137,574,1413,986,1026,5131,1056,104,2812,488,1607,15198,61
2023-01-14,5,15253,563,1406,1005,1043,5087,1065,108,2848,490,1657,15273,20
2023-01-14,6,15662,542,1413,1026,1076,5167,1095,108,2896,466,1759,15549,-112
2023-01-14,7,16147,547,1430,1072,1122,5346,1143,108,2982,491,1881,16123,-23
2023-01-14,8,16742,567,1454,1117,1208,5576,1214,116,3108,521,2002,16884,142
