\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\Created at 2023-03-24 08:00:33,,,,,,,,,,,,,,
\\For 2023,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2023-03-23,4,13634,564,1195,862,870,4556,833,142,2633,411,1555,13620,-14
2023-03-23,5,14204,562,1206,912,922,4762,879,142,2733,411,1677,14207,3
2023-03-23,6,15568,574,1262,1017,1035,5172,986,145,2975,459,1843,15467,-101
2023-03-23,7,17025,611,1317,1115,1099,5668,1087,150,3275,477,2029,16828,-197
2023-03-23,8,17299,639,1340,1161,1119,5900,1118,150,3335,514,2076,17352,52
2023-03-23,9,17226,663,1332,1175,1111,6056,1117,151,3342,513,2101,17561,335
2023-03-23,10,17491,601,1340,1171,1093,6153,1123,157,3357,524,2061,17580,89
2023-03-23,11,17348,569,1309,1157,1049,6200,1098,154,3275,528,2091,17430,82
2023-03-23,12,17111,565,1297,1145,1012,6175,1058,148,3233,503,2120,17255,143
2023-03-23,13,16955,543,1289,1124,1007,6200,1003,149,3285,509,2100,17210,255
2023-03-23,14,16973,536,1281,1117,983,6136,1005,151,3269,524,2072,17073,100
2023-03-23,15,16845,532,1284,1099,957,6091,963,150,3259,536,2026,16899,54
2023-03-23,16,16680,527,1312,1102,974,6030,956,149,3263,541,2033,16886,206
2023-03-23,17,16946,529,1320,1143,973,6053,1018,148,3338,533,2031,17085,139
2023-03-23,18,16942,540,1324,1133,1022,6043,1091,146,3281,533,1967,17079,136
2023-03-23,19,17363,587,1380,1148,1112,6127,1179,147,3344,534,1904,17461,98
2023-03-23,20,17578,622,1437,1129,1091,6191,1208,148,3462,501,1841,17630,52
2023-03-23,21,17030,634,1411,1073,992,6029,1160,147,3360,508,1783,17097,67
2023-03-23,22,16229,624,1396,1027,919,5708,1083,146,3167,467,1675,16210,-18
2023-03-23,23,15230,609,1360,941,858,5335,984,143,3017,460,1570,15277,47
2023-03-23,24,14571,599,1329,889,808,5060,928,143,2887,417,1531,14590,19
